q_end,pub_day,surprise_z,pos,ret_full,ret_pre,ret_event
2017-08-31,2017-09-12,-0.1139753317609454,1.0,0.011619958988380086,0.014354066985645897,-0.0026954177897573484
2017-09-15,2017-09-27,0.6018399904226465,-1.0,0.05102040816326536,0.05374149659863936,-0.0028756290438531895
2017-09-30,2017-10-12,-0.25917646077107936,1.0,0.001389854065323215,-0.006254343293954134,0.007692307692307665
2017-10-15,2017-10-27,-0.47321968834210026,1.0,0.05214285714285727,0.007857142857142785,0.043940467753366574
2017-10-31,2017-11-13,-0.3384271583925852,1.0,0.037087912087911956,0.027472527472527597,0.009358288770053402
2017-11-15,2017-11-27,-0.31528251396219964,1.0,-0.021470396877033227,0.005204944697462688,-0.026537216828478982
2017-11-30,2017-12-12,-1.2712687990834468,1.0,-0.07046979865771819,-0.06375838926174504,-0.007168458781361964
2018-04-15,2018-04-27,0.020207203890244652,-1.0,0.010109519797809496,0.04128053917438912,-0.03251318101933198
2018-04-30,2018-05-14,0.8236021116298986,-1.0,-0.014554794520547976,0.006849315068493178,-0.02155172413793105
2018-05-15,2018-05-29,-0.2798037069737937,1.0,0.03470540758676344,0.02986279257465685,0.004702194357366851
2018-05-31,2018-06-12,-0.8543677442393383,1.0,0.0348742903487429,0.02514193025141931,0.009493670886075778
2018-06-15,2018-06-27,-0.39747739335004545,1.0,0.004922067268252617,0.021328958162428302,-0.016064257028112428
2018-06-30,2018-07-12,-0.5040197221960219,1.0,-0.04529616724738672,-0.016550522648083765,-0.029229406554472814
2018-07-15,2018-07-27,-0.3673391078758184,1.0,-0.026978417266186994,-0.008093525179856065,-0.01903898458748854
2018-07-31,2018-08-13,-0.30353671863814563,1.0,-0.041631265930331396,-0.022939677145284554,-0.019130434782608785
2018-08-15,2018-08-27,-1.1886737367977103,1.0,0.013686131386861256,0.008211678832116709,0.005429864253393646
2018-08-31,2018-09-12,0.4451027414740018,-1.0,-0.06501283147989723,-0.02651839178785287,-0.03749999999999987
2018-09-15,2018-09-27,-0.43799005283003783,1.0,-0.03614457831325302,-0.061101549053356186,0.02658111824014653
2018-09-30,2018-10-12,-1.5258739643992145,1.0,0.06334125098970689,0.022961203483768733,0.03947368421052633
2018-10-15,2018-10-29,-0.8060790247014415,1.0,-0.0361794500723589,0.0014471780028944004,-0.037572254335260125
2018-10-31,2018-11-12,-1.0474294202695271,1.0,-0.04106463878327005,-0.03193916349809889,-0.009426551453260101
2018-11-15,2018-11-27,-0.1071599830610722,1.0,0.0031249999999998224,-0.025000000000000022,0.028846153846153744
2018-11-30,2018-12-12,-0.007179749945229058,1.0,0.002358490566037652,0.00864779874213828,-0.00623538581449723
2019-04-15,2019-04-29,-1.9920048027849473,1.0,-0.033672670321065024,-0.009397024275646038,-0.02450592885375502
2019-04-30,2019-05-13,-1.0472908669645709,1.0,0.003273322422258529,-0.01227495908346976,0.0157415078707539
2019-05-15,2019-05-28,-0.4650359491715356,1.0,0.01830282861896837,0.0024958402662229595,0.015767634854771728
2019-05-31,2019-06-12,1.7766334885642117,-1.0,-0.033626901521216945,-0.027221777421937432,-0.00623538581449723
2019-06-15,2019-06-27,0.17506411263361915,-1.0,0.004731861198738252,0.028391167192428957,-0.024350649350649345
2019-06-30,2019-07-12,0.19840548236334526,-1.0,0.024271844660194053,-0.0016181229773464256,0.02584814216478193
2019-07-15,2019-07-29,-0.3243390536579316,1.0,0.051038062283736974,0.03979238754325243,0.010815307820299491
2019-07-31,2019-08-12,0.15272489002715475,-1.0,0.006998444790046632,-0.006998444790046632,0.013899613899613916
2019-08-15,2019-08-27,0.8634519862922678,-1.0,0.0031948881789136685,0.0031948881789136685,-0.0
2019-08-31,2019-09-12,0.32262276004614776,-1.0,0.0025062656641604564,0.010025062656641714,-0.0075949367088608
2019-09-15,2019-09-27,-0.025629745274357404,1.0,0.048053024026512015,0.045567522783761305,0.0023771790808242432
2019-09-30,2019-10-14,1.0244990387172688,-1.0,-0.005591054313099031,0.0087859424920127,-0.01450443190975026
2019-10-15,2019-10-28,1.4942127507277874,-1.0,-0.005704971475142706,-0.006519967400163029,0.0008097165991902688
2019-10-31,2019-11-12,1.2012101213469235,-1.0,-0.011014948859165985,0.011014948859166096,-0.022275258552108212
2019-11-15,2019-11-27,-0.399587780142038,1.0,0.014901960784313717,0.0023529411764704466,0.012519561815336422
2019-11-30,2019-12-12,-1.2280663441635766,1.0,0.032110091743119185,0.02599388379204881,0.005961251862891315
2020-04-30,2020-05-12,1.8001499765140418,-1.0,0.052631578947368474,0.06170598911070779,-0.009671179883945724
2020-05-15,2020-05-27,1.178391242792847,-1.0,-0.0009174311926605228,-0.0183486238532109,0.017117117117117053
2020-05-31,2020-06-12,-0.7976742854207353,1.0,0.003308519437551727,0.0008271298593878207,0.002479338842975354
2020-06-15,2020-06-29,-0.514157515141169,1.0,-0.008291873963515717,-0.036484245439469376,0.029259896729776358
2020-06-30,2020-07-13,-0.6511759519718665,1.0,-0.051131601005867555,-0.014249790444258115,-0.03741496598639449
2020-07-15,2020-07-27,0.11888932950720166,-1.0,-0.024744027303754246,0.019624573378839605,-0.045256744995648246
2020-07-31,2020-08-12,-0.2206213737283235,1.0,0.03498098859315579,0.012927756653992484,0.02177177177177181
2020-08-15,2020-08-27,0.06593180639551727,-1.0,0.024354243542435428,0.02509225092250922,-0.0007570022710068347
2020-08-31,2020-09-14,-0.6622126899457609,1.0,0.00793021411578132,-0.0007930214115781098,0.008730158730158921
2020-09-15,2020-09-28,0.23127802244251838,-1.0,-0.022086824067022004,-0.02894135567402878,0.006661732050333047
2020-09-30,2020-10-12,0.24566550053372577,-1.0,-0.029390154298310156,-0.04555473916238073,0.015460295151089265
2020-10-15,2020-10-27,-0.1852027155704664,1.0,0.024071526822558642,0.015818431911966968,0.008124576844956044
2020-10-31,2020-11-12,-0.6578496534664865,1.0,0.03314917127071837,0.0006906077348065587,0.03243616287094553
2020-11-15,2020-11-27,0.2360355839979003,-1.0,0.050392670157068054,0.03337696335078533,0.01760324983073802
2020-11-30,2020-12-14,-0.41466963860666234,1.0,-0.01660899653979231,-0.0013840830449827202,-0.01524601524601521
2021-04-15,2021-04-27,-1.1537328827200903,1.0,0.02511961722488043,0.022129186602870776,0.0029256875365710755
2021-04-30,2021-05-12,-0.7761527422965884,1.0,-0.014302059496567487,0.03489702517162474,-0.047540077390823665
2021-05-15,2021-05-27,-0.10912336962436889,1.0,0.012813046010483387,-0.013977868375072866,0.027170702894270482
2021-05-31,2021-06-14,0.6057729321781911,-1.0,0.015455065827132186,-0.011448196908987018,0.02659875495189601
2021-06-15,2021-06-28,-0.07354031706938625,1.0,0.027533684827182103,0.014059753954305698,0.013287117273252491
2021-06-30,2021-07-12,0.49693989327189086,-1.0,0.05895316804407713,0.047933884297520546,0.011574074074074292
2021-07-15,2021-07-27,0.16462755077897698,-1.0,-0.06892590465249859,-0.05801263641585308,-0.010314875135721824
2021-07-31,2021-08-12,-0.14844491340872037,1.0,0.06986444212721588,0.04066736183524511,0.028056112224448926
2021-08-15,2021-08-27,-0.003934874090084523,1.0,0.029629629629629672,0.004444444444444473,0.025073746312684442
2021-08-31,2021-09-13,0.23530489493236015,-1.0,0.032480314960629975,0.03986220472440938,-0.007688364941055736
2021-09-15,2021-09-27,-0.43434962691361206,1.0,0.012761613067891808,0.01735579377233276,-0.004515805318615174
2021-09-30,2021-10-12,-0.32697230412199085,1.0,0.0005037783375314575,0.02418136020151107,-0.023118544023610355
2021-10-15,2021-10-27,-1.9683916310272953,1.0,0.03426462836056943,0.036373220875066004,-0.0020345879959308144
2021-10-31,2021-11-12,-1.5285509115424123,1.0,-0.010030090270812586,0.009027081243731194,-0.018886679920477212
2021-11-15,2021-11-29,-1.397546130907225,1.0,-0.06953476738369169,-0.03201600800400184,-0.03875968992248058
2022-04-15,2022-04-27,-4.235466452641075,1.0,-0.01636828644501276,-0.03171355498721229,0.015847860538827252
2022-04-30,2022-05-12,-1.3399069635322436,1.0,0.018508725542041304,-0.011634056054997344,0.03049759229534521
2022-05-15,2022-05-27,-0.946887755679086,1.0,-0.02491280518186345,-0.01843547583457905,-0.006598984771573502
2022-05-31,2022-06-13,1.004899031978185,-1.0,0.04761904761904756,0.03394123606889554,0.014158363922391115
2022-06-15,2022-06-27,0.8526953345446239,-1.0,0.012279765082754968,0.022423918846769975,-0.010376843255051948
2022-06-30,2022-07-12,0.30565417684328333,-1.0,-0.07528089887640443,-0.059550561797752755,-0.014846235418876086
2022-07-15,2022-07-27,0.6443882588587267,-1.0,0.050883770755222435,0.0642742367434388,-0.01431024613623344
2022-07-31,2022-08-12,0.7304656155234385,-1.0,-0.0271920088790234,-0.0271920088790234,-0.0
2022-08-15,2022-08-29,0.02301794415238099,-1.0,-0.0022321428571427937,-0.019531249999999778,0.016967706622878942
2022-08-31,2022-09-12,0.5288560804004695,-1.0,0.0016657412548585215,0.009994447529150685,-0.008412787436904212
2022-09-15,2022-09-27,0.6155610657851708,-1.0,0.0050561797752809445,0.010112359550561778,-0.005107832009080493
2022-09-30,2022-10-12,-0.6253920452330651,1.0,0.04791086350974938,0.044011142061281205,0.003735325506937004
2022-10-15,2022-10-27,1.5490359203849948,-1.0,0.04404567699836881,0.02882001087547581,0.015677491601343796
2022-10-31,2022-11-14,2.6609509668336306,-1.0,-0.08618843683083499,-0.051391862955032064,-0.03309572301425656
2022-11-15,2022-11-28,2.687549025483547,-1.0,0.025935162094763098,0.035910224438902905,-0.01034661148473881
2023-04-30,2023-05-12,0.205925452186482,-1.0,0.0007701193685021313,0.010781671159029504,-0.010120669521214376
2023-05-15,2023-05-30,1.1171060138590132,-1.0,0.035477582846003886,0.01988304093567239,0.015910898965791676
2023-05-31,2023-06-12,-0.45138391653922655,1.0,0.023976849937990874,0.034311699049193845,-0.009992006394884068
2023-06-15,2023-06-27,-0.40709681497326405,1.0,-0.13177103342297347,-0.09104878985785636,-0.04480135249366013
2023-06-30,2023-07-12,-0.5597339023424656,1.0,0.020399490012749766,0.0,0.020399490012749766
2023-07-15,2023-07-27,-0.3907814710081146,1.0,-0.030401297122010562,-0.011349817592217315,-0.01927019270192698
2023-07-31,2023-08-14,-0.24894031554186202,1.0,0.002086811352253859,0.025041736227044975,-0.022394136807817433
2023-08-15,2023-08-28,0.2458718325798553,-1.0,-0.08646140868831709,-0.06115563053563888,-0.02384737678855342
2023-08-31,2023-09-12,-0.27110974205550686,1.0,-0.0033457249070631967,-0.00892193308550182,0.005626406601650258
2023-09-15,2023-09-27,-0.2647423819920629,1.0,-0.006998158379373787,-0.03351749539594839,0.027439024390244038
2023-09-30,2023-10-12,1.3856401412621517,-1.0,-0.03325688073394506,-0.00917431192660545,-0.02386363636363642
2023-10-15,2023-10-27,-0.02714505301708684,1.0,-0.003724394785847407,0.007076350093109696,-0.01072485207100593
2023-10-31,2023-11-13,-0.3262563644460525,1.0,-0.02754919499105546,-0.023613595706618917,-0.004030780505679732
2023-11-15,2023-11-27,0.18157265009421494,-1.0,0.006990434142752022,0.00735835172921262,-0.0003706449221645425
2023-11-30,2023-12-12,0.264192642350188,-1.0,0.11979166666666674,0.09975961538461542,0.022251891410769886
2024-04-15,2024-04-29,0.7728566727607203,-1.0,0.010198878123406363,0.026517083120856655,-0.01676270298585658
2024-04-30,2024-05-13,1.659731152840516,-1.0,0.02930591259640103,0.006169665809768743,0.023279875840662156
2024-05-15,2024-05-28,0.04389452453342357,-1.0,0.01927194860813697,0.015524625267665959,0.0038064165307232223
2024-05-31,2024-06-12,-0.8339807357512382,1.0,0.03151260504201692,-0.015231092436974736,0.04746666666666677
2024-06-15,2024-06-27,0.2434545838660876,-1.0,-0.06729758149316512,-0.025762355415352323,-0.040492055356227574
2024-06-30,2024-07-12,0.13251766066249715,-1.0,0.018867924528301883,0.03525322740814307,-0.016984045290787453
2024-07-15,2024-07-29,-0.6642921696992797,1.0,0.04480874316939887,0.006557377049180468,0.03800217155266017
2024-07-31,2024-08-12,-0.31784142672173143,1.0,0.013579576317218844,0.01955458989679526,-0.00586041555673944
2024-08-15,2024-08-27,-0.5075730691363487,1.0,0.10714285714285698,0.0809151785714286,0.024264326277749104
2024-08-31,2024-09-12,-0.3055502578734105,1.0,-0.006144393241167445,-0.023553507424475262,0.017829050865233453
2024-09-15,2024-09-27,-0.1105269792850114,1.0,-0.01187335092348285,0.021547933157431975,-0.03271631510977191
2024-09-30,2024-10-14,-0.5756753132618082,1.0,0.01197339246119733,-0.013747228381374876,0.026079136690647653
2024-10-15,2024-10-28,0.1705997450810494,-1.0,-0.011452130096197832,-0.014200641319285445,0.0027100271002711285
2024-10-31,2024-11-12,-0.8221872101649682,1.0,-0.033333333333333215,-0.024657534246575352,-0.00889513108614226
2024-11-15,2024-11-27,-2.407323771421438,1.0,-0.02632794457274823,-0.003695150115473389,-0.022716736207695987
2024-11-30,2024-12-12,-0.6417268071785943,1.0,-0.02264150943396226,0.0037735849056603765,-0.026315789473684292
2025-04-15,2025-04-28,0.0487869869629753,-1.0,0.011273957158962733,-0.024802705749718212,0.03520352035203522
2025-04-30,2025-05-12,-2.0694489629721575,1.0,0.04483541430192961,0.017026106696935273,0.02734375
2025-05-15,2025-05-27,-0.1745537806198076,1.0,-0.03002832861189786,-0.009065155807365444,-0.021154945683247384
2025-05-31,2025-06-12,0.9102868929675767,-1.0,0.01836492890995256,0.00414691943127965,0.014277215942890997
2025-06-15,2025-06-27,-0.34595147837049384,1.0,-0.022329511164755678,-0.00905250452625217,-0.013398294762484886
2025-06-30,2025-07-14,0.04572582444359605,-1.0,-0.017199017199017064,-0.017813267813267863,0.0006035003017502705
2025-07-15,2025-07-28,0.8017969438629731,-1.0,-0.013439218081856996,0.004886988393402625,-0.018416206261510082
2025-07-31,2025-08-12,0.24430534127304282,-1.0,-0.04656716417910456,-0.02268656716417894,-0.02335084646818464
2025-08-15,2025-08-27,0.6143455769805812,-1.0,0.008685581933989495,0.00926462072958889,-0.0005844535359440517
2025-08-31,2025-09-12,0.5809612920790013,-1.0,-0.03527227722772275,-0.021039603960395947,-0.013939393939393918
2025-09-15,2025-09-29,0.44382944122238877,-1.0,-0.04336895034569466,-0.029541169076052753,-0.013431013431013605
2025-09-30,2025-10-13,0.28553621912674565,-1.0,0.05532421177870306,0.04223676383105279,0.013664596273291973
2025-10-15,2025-10-27,0.013069145415844908,-1.0,0.08587786259541996,0.04770992366412219,0.04008016032064132
2025-10-31,2025-11-12,0.38521983127479004,-1.0,-0.023387668320340227,-0.009922041105598911,-0.013333333333333197
2025-11-15,2025-11-28,0.19116730127621412,-1.0,-0.006821282401091366,-0.032742155525238736,0.025099075297225992
2025-11-30,2025-12-12,-1.127888561320156,1.0,0.010135135135135087,0.0033783783783782884,0.006734006734006703
2026-04-15,2026-04-27,-0.22084353732727188,1.0,0.043255131964809346,0.03445747800586507,0.00850460666194186
2026-04-30,2026-05-12,1.9942956382035402,-1.0,-0.0006317119393557391,0.027795325331648746,-0.029239766081871288
2026-05-15,2026-05-27,-0.3107677026428816,1.0,-0.06791720569210868,-0.02975420439844767,-0.03933333333333333
2026-05-31,2026-06-12,-1.1841005307847536,1.0,-0.03007518796992492,-0.01982228298017774,-0.010460251046025104
