safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2022,2022,10,2,31978282,30636118.5625,5779666.13063389,0.2322216209663303,22,0.16309890855140896,224.0,-0.10060042824259324,-0.7686544335153929,0.7149982356919163,30054681.674659017,24758532.36246776,35350830.98685028
2022,2022,11,1,26324404,22908959.9375,5598769.207336156,0.6100348015818708,23,0.07871271389824051,194.0,-0.010889217335750656,-0.36799003441551864,0.7149982356919163,22847993.72278861,17717607.81184692,27978379.6337303
2022,2022,11,2,16355291,16667879.3125,6517680.900922543,-0.04796005162752825,24,0.1263507239285845,367.0,0.29432831660332764,0.023403927547405896,0.7149982356919163,18586217.36022619,12613794.310122227,24558640.410330154
2023,2023,4,1,13855374,15354818.235294119,7400591.804197119,-0.2026113958134719,9,0.25798510976178746,329.0,0.3438100330798803,0.0,0.7518882106878899,17899215.94830582,10767858.185936097,25030573.71067554
2023,2023,4,2,21435539,28043626.70588235,8516875.157387866,-0.7758817152732645,10,-0.31115549676738047,229.0,-0.4505344156226855,-0.2026113958134719,0.7518882106878899,24206481.33391724,15999450.683973012,32413511.98386147
2023,2023,5,1,44558549,38255510.35294118,6248359.632209185,1.0087509391373342,11,0.22001849548176194,402.0,-0.021081387204713142,-0.5609053454758423,0.7518882106878899,38123786.26414028,32102742.38762738,44144830.14065318
2023,2023,5,2,46770516,40362949.705882356,5126005.382997768,1.2500116202317368,12,0.07302639125915746,206.0,0.25990020020665494,0.23993969769414566,0.7518882106878899,41695199.53118387,36755678.57864892,46634720.48371882
2023,2023,6,1,40668762,38371575.375,5886870.709300845,0.39022202770150966,13,0.21947437785435317,209.0,0.699083404639538,0.7041271620956122,0.7518882106878899,42486988.9931308,36814283.04750217,48159694.93875944
2023,2023,6,2,43194480,43109819.4375,5425478.267419443,0.015604257970840179,14,0.08247147434107258,290.0,0.458082604609221,0.5679781620981701,0.7518882106878899,45595136.65349022,40367037.660787106,50823235.64619334
2023,2023,7,1,48543536,43630313.375,4973429.180907848,0.9878943574507966,15,0.2167023815673272,273.0,0.4861412550603591,0.3362154807880324,0.7518882106878899,46048102.47896036,41255606.9957277,50840597.96219301
2023,2023,7,2,53094753,47575715.4375,4402239.455398384,1.2536886324373173,16,0.19004601999648693,295.0,0.6071522846022421,0.6043943226815689,0.7518882106878899,50248545.18021126,46006459.50075776,54490630.85966476
2023,2023,8,1,47941057,43714673.8125,3978554.0410951176,1.0622912605547181,17,0.17268103659710052,384.0,0.7369534300257805,0.8685488279185495,0.7518882106878899,46646682.85962798,42812868.88979382,50480496.82946213
2023,2023,8,2,46582599,44622249.0,3476766.8194732494,0.5638428177064243,18,0.18719021466831054,266.0,0.7988678461628343,0.9468347426224852,0.7518882106878899,47399726.220683,44049444.41863326,50750008.02273274
2023,2023,9,1,41903291,40311478.3125,4017887.737201921,0.39618147435063655,19,0.19727986621232807,343.0,0.7230808965533819,0.7927060151800419,0.7518882106878899,43216736.179766804,39345019.4764114,47088452.883122206
2023,2023,9,2,44952295,35743300.0,6045467.473542648,1.523289148490534,20,0.40942543019730765,290.0,0.8854330166439486,0.6335186718531653,0.7518882106878899,41096156.50212174,35270623.55350652,46921689.450736955
2023,2023,10,1,32927566,31758321.4375,5711183.589325024,0.20472894001962685,21,-0.06359734592183405,208.0,0.5244284014061635,0.9902032872784935,0.7518882106878899,34753428.317386836,29250017.982154846,40256838.652618825
2023,2023,10,2,34658908,30636118.5625,5779666.13063389,0.6960245361194933,22,0.32936555309842036,183.0,0.8139133612612302,0.6756026581194781,0.7518882106878899,35340266.04985192,29770864.572901662,40909667.52680217
2023,2023,11,1,34883415,22908959.9375,5598769.207336156,2.1387656142013647,23,0.2859827619250597,372.0,0.7668225930223578,0.6837778157133962,0.7518882106878899,27202222.65880324,21807137.062566265,32597308.255040213
2023,2023,11,2,23997177,16667879.3125,6517680.900922543,1.1245253946787386,24,0.16749187816642525,134.0,0.9572573303436517,1.2660467091992864,0.7518882106878899,22906977.131748922,16626409.912910748,29187544.350587096
2024,2024,4,1,16116943,15354818.235294119,7400591.804197119,0.10298159726545862,9,-0.0608428365659412,214.0,-0.04313345810702682,0.0,0.748547328746929,15035605.118740575,7935934.280070634,22135275.957410518
2024,2024,4,2,34998330,28043626.70588235,8516875.157387866,0.8165792224962779,10,-0.0063363691725796005,302.0,0.0871727581636958,0.10298159726545862,0.748547328746929,28786066.20428771,20615502.039783154,36956630.368792266
2024,2024,5,1,45064522,38255510.35294118,6248359.632209185,1.0897278722497943,11,0.1338878762604092,296.0,0.521221677222605,0.5489801130347206,0.748547328746929,41512290.84033127,35518000.40464486,47506581.27601768
2024,2024,5,2,45359698,40362949.705882356,5126005.382997768,0.9747840512792181,12,-0.038113002669662,350.0,0.43795994137644145,0.8248718269199623,0.748547328746929,42607934.72291538,37690361.655867584,47525507.78996318
2024,2024,6,1,49397348,38371575.375,5886870.709300845,1.8729428875650433,13,0.10578866538704332,370.0,0.6711948851315531,0.893765312379179,0.748547328746929,42322812.88451348,36675312.601882,47970313.16714496
