safra_start,year,month,half,moagem_t,clim_mean,clim_std,crush_z,q_ord,sat_idx,n_obs,pred_z,carry,sigma,pred_t,pi80_lo,pi80_hi
2023,2023,9,1,41903291,40311478.3125,4017887.737201921,0.39618147435063655,19,0.165522875989101,343.0,0.6595528899492653,0.7927060151800419,0.7584799571057719,42961487.781063244,39055828.03358557,46867147.52854092
2023,2023,9,2,44952295,35743300.0,6045467.473542648,1.523289148490534,20,0.37402043460737955,290.0,0.7887272932051433,0.6335186718531653,0.7584799571057719,40511525.19656703,34634920.24628928,46388130.146844774
2023,2023,10,1,32927566,31758321.4375,5711183.589325024,0.20472894001962685,21,-0.054685940091914846,208.0,0.5402295910084115,0.9902032872784935,0.7584799571057719,34843671.81213501,29292013.49954717,40395330.12472285
2023,2023,10,2,34658908,30636118.5625,5779666.13063389,0.6960245361194933,22,0.28906567878263856,183.0,0.7228252929261052,0.6756026581194781,0.7584799571057719,34813807.42639053,29195579.43279381,40432035.41998725
2023,2023,11,1,34883415,22908959.9375,5598769.207336156,2.1387656142013647,23,0.2620055713356692,372.0,0.6987877573230066,0.6837778157133962,0.7584799571057719,26821311.31566354,21378927.41676981,32263695.214557268
2023,2023,11,2,23997177,16667879.3125,6517680.900922543,1.1245253946787386,24,0.1170297607058739,134.0,0.8836588151134805,1.2660467091992864,0.7584799571057719,22427285.494696975,16091657.023562843,28762913.96583111
2024,2024,4,1,16116943,15354818.235294119,7400591.804197119,0.10298159726545862,9,-0.11917525446156292,214.0,-0.12383667203746324,0.0,0.7569306640971487,14438353.575154621,7259170.166963683,21617536.98334556
2024,2024,4,2,34998330,28043626.70588235,8516875.157387866,0.8165792224962779,10,-0.012357875532524973,302.0,0.06882678807631046,0.10298159726545862,0.7569306640971487,28629815.86741228,20367745.69285196,36891886.0419726
2024,2024,5,1,45064522,38255510.35294118,6248359.632209185,1.0897278722497943,11,0.12060740993696505,296.0,0.4884553354018592,0.5489801130347206,0.7569306640971487,41307554.95280335,35246131.6252087,47368978.280398004
2024,2024,5,2,45359698,40362949.705882356,5126005.382997768,0.9747840512792181,12,-0.07205475231385888,350.0,0.4021306792483933,0.8248718269199623,0.7569306640971487,42424273.73237817,37451626.4401651,47396921.02459124
2024,2024,6,1,49397348,38371575.375,5886870.709300845,1.8729428875650433,13,0.08066968974098984,370.0,0.6332700365128048,0.893765312379179,0.7569306640971487,42099554.204025105,36388804.89632661,47810303.5117236
2024,2024,6,2,49008239,43109819.4375,5425478.267419443,1.087170433972728,14,-0.02575605104555661,355.0,0.7396375407454148,1.3184606520677045,0.7569306640971487,47122706.84058181,41859546.19214988,52385867.48901375
2024,2024,7,1,43411727,43630313.375,4973429.180907848,-0.043950836947496116,15,-0.09035498018266905,235.0,0.6034539169121952,1.221416891118886,0.7569306640971487,46631548.69470425,41806912.88150662,51456184.50790188
2024,2024,7,2,51590236,47575715.4375,4402239.455398384,0.9119268961112664,16,-0.09044145381724454,406.0,0.3087405909178292,0.7006928596448618,0.7569306640971487,48934865.44832148,44664330.7001199,53205400.196523055
2024,2024,8,1,44033912,43714673.8125,3978554.0410951176,0.08023975147818478,17,-0.10904912855875963,358.0,0.3339475691908248,0.7866298862807239,0.7569306640971487,45043302.26341805,41183777.252969265,48902827.27386683
2024,2024,8,2,45228641,44622249.0,3476766.8194732494,0.17441261709114905,18,-0.10490238693337148,439.0,0.17767896136273684,0.5011973298272675,0.7569306640971487,45239997.31738443,41867247.228620544,48612747.406148314
